author,author_url,title,rating,verified,types,body,product_id,review_url,review_date,helpful
A. Haden,/gp/profile/amzn1.account.AHXYLODEI4RPTRHKKOO4NHV5ELZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A must option for antivirus programs and for you...,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","First thing is i selected the digital version over the physical version.Why? no more clutter of past antivirus laying around and instant loading. Very easy to follow the instructions to load this on everything from a Droid phone, droid tablet, iOS (ipad) and windows 10 machine(s).The product itself? Well its Norton. Install it, set up a scheduled scan and if there is weird then run it right then. As to how has it been for me? Well i dont have viruses so it works as advertises.I would absolutely choose this option again as it is instant no waiting at all and zero physical waste created.",B015724OVG,/gp/customer-reviews/ROYMYH62UJW92/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 14, 2017",One
loolin,/gp/profile/amzn1.account.AEBTQ2LDGUBLA4GMCTOF42BDRNKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,NOT TRUSTING NORTON AT ALL!!!,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I am not happy, bought a new computer for my husband and tried to download this as per the instructions.  There was an error code so I called support as instructed.  He logged into my computer to see what the problem was.  He is telling me that the computer was already infected prior to downloading Norton!!!  and ALL of my computers at this particular IP address will be infected.  He then says it will cost $199.99 to fix it. WHAT!!!! I told him I had just gotten the computer this afternoon brand new and I will just return it for another one. He then proceeds to tell me that any computer ""I have on this IP address""  will be infected.  Well I am on my computer, ran a scan and it is just fine.  I downloaded to free Avast program on the new computer, ran a scan and it says its protected.. So I don't know who this person was that I spoke to but it was at Norton.com/setup as instructed on the receipt from Amazon!!!!!!!  Beware",B015724OVG,/gp/customer-reviews/R1MFEUSR5IMFO1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"September 18, 2016",6
Bookwormgirl,/gp/profile/amzn1.account.AF3ELCXUTZTTHX3W2JURR3WFON7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works just fine.,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've been using the Norton Internet Security software for a few years now.  The only time I've ever experienced problems with the download was last year, using the CD and product key code, it was a little wonky but it was straightened out by Norton tech support.  This year is a the first time I've re-purchased a newer version using the automatic download via Amazon.  Here's the process I followed:1. Go to Games and Software library.2. Note the product key code, log into your Norton account, input key code.3. While logged into your Norton account, it will automatically search for your existing files.4. Removing and updating your existing Norton files will take approximately 15 - 20 minutes.5. Once your files are updated, you will be asked to re-start your PC.6. After restarting your PC, the Norton download manager will initialize (including new Norton files), this will take approximately 15 minutes.7. I followed up with performing a full system scan (it can take up to 45 minutes).  I'm running Windows 7 (home premium version), the action center (flag icon on task bar) will periodically show firewall disabled messages as the new software is updating and initializing.8. PC is good to go!All told I spent about 90 minutes waiting for all of these tasks to finish.  Grab a cup of coffee and sit back.  I've spent years interfacing network software and the key is: be patient, don't rush the software.",B015724OVG,/gp/customer-reviews/R2ULA97K6T1QEV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"December 15, 2015",7
Crystalstale,/gp/profile/amzn1.account.AF6WIR45REKEWBTGEC6I4DPHKF7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton - What Happened?,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have used Norton 360 / Norton products for years.  I purchased this program and was told by my computer tech that this version is sucking up my  memory (computer kept going into Safety Mode).  Long and short it is making my computer think I have no memory left when I had a full 8 plus gigs.  I had to uninstall, restore my computer back to factory setting.  I went with another product recommend by someone else.",B015724OVG,/gp/customer-reviews/R1W61I2SR5WHER/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"July 6, 2016",2
Mary Bennett-Meyer,/gp/profile/amzn1.account.AEWH7GOGEDXB7WYCHVYUB6RV4GKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Great, dependable product!",5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Easy purchase, used for over four years now.",B015724OVG,/gp/customer-reviews/RHHJ04ZUDYTIY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 8, 2019",2
Mary,/gp/profile/amzn1.account.AFIZR6NHXONPCTMHEWRJ4XVE3PVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,One Star,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I wasn't aware of automatic renewal.  Tried to cancel when I found out, without anyone telling me how .Next day tried to install, message was given not enough room with Sierra.  So my Mac is 4 years old and running fine. I do not wish to remove Sierra .",B015724OVG,/gp/customer-reviews/R37FWZ1C272C2A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"July 12, 2017",2
Joseph F. Kranski II,/gp/profile/amzn1.account.AFQQE7VTXMDQJTOWCPEQ5WBCWHEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton Security Deluxe subscription.,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've only been using it for a couple of Days. But I've been pretty happy with it- thus far. Norton always has made a quality product. So I'm very pleased that Amazon carries their Security & Virus Downloads- on their Website. Thanks to Amazon; I'm ""good to go"" with their Products & Deliveries of Them.  :)",B015724OVG,/gp/customer-reviews/RQ69DG12RN07H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 26, 2019",
Sean Sinclair,/gp/profile/amzn1.account.AECSF25QF7REZYAGYRHX5UGDXUJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,This application is great and i trust that my computer is taken care ...,4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","This application is great and i trust that my computer is taken care of. I've never found these security applications to be very visually appealing applications and this is no different. Hard to have fun in computer security I suppose. That being said, I can always understand what is going on with my computer and there is nothing wrong with the application or the functionality. It simply gets the job done.",B015724OVG,/gp/customer-reviews/R16ERXYX1N92RN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 21, 2018",
RanchMan,/gp/profile/amzn1.account.AHR56LFCH6Z6XGX2BP4HN3EHYUQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I'm pleased with the product,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've been a user of Norton security products for 15 or more years and I'm a fan.  Lots of criticism in various places about how Norton slows down systems but my systems are fast enough so if that's occurring, I don't notice it.  And they're effective -- I do a lot of research and see many different websites, but have not (yet) been infected by a virus or malicious code.  I'm been warned away from numerous websites as dangerous, so I heed the warnings.  Overall, I'm pleased with the product.  Only negative is it incessantly nags you to add browser bars and mobile phone protection apps.",B015724OVG,/gp/customer-reviews/R1X6FMD5W06K44/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"June 5, 2017",
MarleneLouise,/gp/profile/amzn1.account.AFRPFE5V7HMW66VES2D3QUQO4ITQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Serves the purpose.,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Have used Norton for years after failing at trying a few other brands of security which were just too complicated for me.  I have limited knowledge of anything to do with computers.  It's not that I am so new to it all, it is that I only use my PC for certain, simple tasks.  This serves my purpose well.",B015724OVG,/gp/customer-reviews/R3P99RQZOIB8UX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"December 14, 2017",One
Kris A.,/gp/profile/amzn1.account.AGP25E6UNXIPHJHEU77OJQZTGNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Powerful, but slows down the computer",3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device",Norton Security Deluxe is a very comprehensive security program and does a good job protecting my computers.My greatest concern is that it is very resource intensive.  I found two of my devices have slowed down considerably with the addition of Norton Security Deluxe.Norton recommends installing several add-ons that also use lots of resources.,B015724OVG,/gp/customer-reviews/R367A7KGMRZ2G9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"August 1, 2018",
David Morris,/gp/profile/amzn1.account.AGZX2TZC5FHGBOCZC7RU5MZ4IMWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I just want good Anti Virus that's not too resource intensive,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I still prefer NIS as opposed to their 360 package...  These keys work to extend subscription without having to convert to ""Security Deluxe"" version.  I just want good Anti Virus that's not too resource intensive, file and folder exclusions for scans, silent mode options for when specific programs are working.  I HATE the identity safe since Symantec decided to make it exist only on the cloud.  I used to use it, but now use Password Memory by Code Aero for that, and have it blocked by the firewall (just in case).",B015724OVG,/gp/customer-reviews/R2DPYYYZH32H7G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 4, 2017",One
helia,/gp/profile/amzn1.account.AFFOYF5Q4RULLOECZQTC4CQYW76A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Now I have a practically useless Norton Security Deluxe 5 Device,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Just bought it....everything running smooth  until it said Unable to Activate ""The subscription you are trying to use to activate your product is not valid for your region.  (2061)""If they were a region problem ...just say up front. Now I have a practically useless  Norton Security Deluxe 5 Device ....Thanks",B015724OVG,/gp/customer-reviews/R16OQ4FQV8XIWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 4, 2017",2
Vickie A.,/gp/profile/amzn1.account.AEA7FOLLRTQNI2NTAL7ZRE7FTWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"So far, so good",4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've used Norton for several years. I haven't had a virus, but I do NOT automatic renew. It is half the cost on Amazon, so why would I pay them to double?",B015724OVG,/gp/customer-reviews/RKFLA32VRDS8O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 17, 2019",One
Amazon Customer,/gp/profile/amzn1.account.AG4D3IY5KQ347SOGINYC32TZUGXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I do not know why this item was put on my Amazon page at all!  I do not want it!,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I do NOT know how or why this item was put onto my Amazon home page, but I want you to remove it from my pages, do NOT put it back onto that page or that account any time!  I do not know how, or why it got put onto my Amazon pages in the first place!  Please, remove it from my Amazon page, and do NOT put it back onto those pages!  I keep all of the software that I purchase in a different, software-based account.  This was obviously an error getting put here!  I do NOT want it!",B015724OVG,/gp/customer-reviews/R2GFJGWLHSUKL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"May 1, 2019",
Terry L. Huelsman,/gp/profile/amzn1.account.AENKP7OR7V6QSARMBQTTQF7XEFFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,worked just fine. I was installing it on our other computer ...,2,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Been using Norton for years but no more!!!!  I purchased this product because it could be used for up to 5 devices.  I installed it on my lap top, worked just fine.  I was installing it on our other computer but it would not work but gave me a phone number to call.  Then it started...... three times an operator from India (I think) tried to help me with my problem.  They were very nice people but you can't understand them.  I ended up just giving up in frustration and now will have to find a new anti virus program.  WHAT A WASTE OF MONEY....A",B015724OVG,/gp/customer-reviews/R14W2MSFMXTC61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"August 8, 2016",2
hairy,/gp/profile/amzn1.account.AGKRG5SU3QZP7ECYDR3JU5YRDOGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Five Devices,4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I like that you can put it on 5 different devices_ which comes out to be about 6 dollars a year for each. Plus, I've used Norton products for many years now, and have been very satisfied with the protection. The only reason I didn't give it a five star, is because on their website it sells for almost double as here!",B015724OVG,/gp/customer-reviews/R13OIPD50MHPGA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 27, 2019",
randy,/gp/profile/amzn1.account.AHSMQTCYXF7KNAIH2YYQMU2GSANQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazing software,3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device",I love the product above and beyond I give it 3 stars because it is completely screw up when you try and add the key code to your account they so not make it straight forward and has to many steps plus it was very confusing to get it done and wouldn't take my phone number every time for a software error,B015724OVG,/gp/customer-reviews/R2CFJ0XSTN658H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 23, 2019",One
D. W. Schaumburg,/gp/profile/amzn1.account.AGK255GVSKLGLE3ZO6OI62CZHXUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton Security Deluxe - 5 Device Download.is frustratring,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I build the computers for five family members self included. It is difficult to impossible to download and/or send the Norton .exe to the other computers.I cannot even get an access to a refund.Frustrating  - I never experienced this before with Amazon.Can't down load, get a refund or even a god damn response",B015724OVG,/gp/customer-reviews/R21RD5A3HGXP1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 4, 2018",
Amazon Customer,/gp/profile/amzn1.account.AEE6ZIJICQJRSKBILTIUGYWF5QDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Conflicts with Mac OS Mojave caused a full system crash,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Unfortunately this antivirus protection program (AV) creates conflicts within the Mac Mojave OS. In my case it deleted the OS and rendered my iMac 100% inoperative. I had to call Apple Tech Support and spend a good amount of time reinstalling the Mojave OS. Apple's technical support person told me that this conflict is a known problem, that this specific Norton AV program for Macs does not work. Since I cannot use it, I need a refund from Amazon for the $25 that I spent to buy this AV utility. I do wish I could use it - but cannot. Despite the disclaimer that refunds are not accepted, I fully expect you to honor this refund request.",B015724OVG,/gp/customer-reviews/R33HNTR1OT7XR5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 8, 2019",
Kris,/gp/profile/amzn1.account.AGWZRYLH5YR6WZG6IOMVYEZGF3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"The price keeps going up, with less licenses. ...",4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","The price keeps going up, with less licenses.  And forget about buying straight from Symantec as they charge 3-4 times as much depending on the day.",B015724OVG,/gp/customer-reviews/R18M5NEPGUN5O0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"March 4, 2018",2
Donald,/gp/profile/amzn1.account.AFOIXKRUPTW6DPYC6UCRPHD57XDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Internet Security Software,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have been using Norton products for over ten years now. This the first time I bought this software as a digital download and was very happy with how easy it was to download and install. Over the years I had also bought Norton Security Deluxe with a key card and always had problems downloading and installing it on other computers. But not this time using the digital download. The only drawback, as with any software that has updates, it sometimes causes conflicts with Windows.",B015724OVG,/gp/customer-reviews/R3FYX3RTMBS5UC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 1, 2017",
Paula808,/gp/profile/amzn1.account.AGGW6S6F2W3NZFDB6PMXMDETGYHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Love multiple license,4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device",I have used Norton for a couple of years and will continue to use it unless something changes drastically.  I have tried other programs and this works well for me.  We have multiple computers in our home between desktops and laptops and the fact that this is licensed for 5 computers is a big plus. Several years ago I left Norton and tried other software because of issues with Norton and my computer.  I have not experienced problems with this latest version so will continue to use Norton.,B015724OVG,/gp/customer-reviews/R1FXYHBEULTO6E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"October 18, 2016",
RG0647,/gp/profile/amzn1.account.AF7FWNXDZZLJYIJLL5GKNRBVBGSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,New subscription verses renew the old version,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","My previous subscription to Norton antivirus was expiring and got the typical daily warnings from them each day for a month.  Since it was far more economical to buy a new version than renew, that is what I did.  All I needed to do was use the new license number provided in the new purchase and I now had another years worth of coverage.  There was really no new download, just continuing the current version with new daily virus updates.  If you choose this method Norton will continue sending renewal messages for quite a while, it appears they don't know you replaced the old version with the new one.",B015724OVG,/gp/customer-reviews/R3APRTLRAZWNAE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 22, 2016",
John Difool,/gp/profile/amzn1.account.AGKPUFQHIPI3IJJESLJMESF57HEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,did not work on Mac OS X El Capitan 10.11,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","In the description it said that this ""Norton Security Deluxe – 5 Devices – 1 Year Subscription - Instant Download - 2019"" would work on Mac OS X El Capitan 10.11When I went to norton.com/setup into my Norton account I got this message:Device not supported Norton does not run on this Mac operating system. I spent an hour trying to chat with Norton Customer support before giving up. Amazon Customer support was much better. I appreciate that Amazon gave me a full refund because I was unable to use the product. I would buy this product again (next year) if this issue gets resolved.",B015724OVG,/gp/customer-reviews/R2PP28NS3AC1K2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 6, 2019",
Lance M.,/gp/profile/amzn1.account.AGDLQUGA5XJPE4YC5XORJBQIYEMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Excellent Price, Beautiful Interface, Top-Notch Security!",5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I'm throughly impressed with Norton Security Deluxe. First, the price offered here on Amazon is excellent - a significant discount off purchasing at retail outlets or through Symantec. The interface is easy to use, and has a variety of scan options + settings to adjust the firewall and application permissions. The online administration panel is great for checking on devices in other locations. All in all, after evaluating several anti-virus competitors, I'm happy to have chosen Norton Security Deluxe by Symantec.",B015724OVG,/gp/customer-reviews/RVYEHKPCT4P55/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 12, 2018",
Robert J. Mcgrath,/gp/profile/amzn1.account.AG5MBCAPFE5KT4TPV2FB7HKQB7YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Best security package,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've used the newer Norton Security version for two years. They no longer call it 'Security Suite' just Norton Security. On desktop, laptop, tablets. They finally got the memory overhead and resources use down. I have NEVER had any kind of infection. I do back up Norton with Malewarebytes. If you MUST have a free virus package use Bitdefender FREE. I buy Norton one year packages on sale. Just have to be on your toes. My latest on Amazon was one year, 5 device, Norton Security Deluxe for $19.99. I never pay full retail.",B015724OVG,/gp/customer-reviews/R1ELYOGKN2VNWZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"September 14, 2016",
JenS,/gp/profile/amzn1.account.AF2JTYO3L56T34NHUW3CMBAS6E3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Norton is the best!,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I've been using Norton for quite a long time now and it never let's me down. I've always bought the CD, so that I could have the software if anything goes wrong. The last two times I've bought this software, I've used the download option. Not only is it cheaper, it's faster and super easy to install on all my devices. I've finally decided that the actual CD is unnecessary, especially since I have high speed internet. I highly recommend this product.",B015724OVG,/gp/customer-reviews/R218MF45UAQRQK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"December 21, 2016",
Linda Joy,/gp/profile/amzn1.account.AHRRKCWZCZYYPKJY6WJ42XH3S5XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Software,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","SO glad I found this on Amazon and didn't use Norton's auto renewal (at a much higher price).Installed fine and working just fine too!HINT - I bought it at the low price, but waited til my current software was about to expire in a day or two, before INSTALLING IT......so I get the full 365 days use of product before I need to renew again.",B015724OVG,/gp/customer-reviews/RQQTMKWO2RDUP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"December 12, 2016",One
Mark,/gp/profile/amzn1.account.AFEBVLJQCMPZIEWX5ZUA7DBWXB6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Purchase this product .. but don't sign up for Nortin's auto billing,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Careful, got charged $119.06 from Norton auto billing (from installation 1 year ago).  Son installed on his computer and clicked auto billing .. mistake.  No hassle, Norton reimbursed these funds.This is the same product at 1/5 the price.Don't know how they can offer at this price and don't need to know.Purchased this product, installed on 3 computer (so far) , and no issues.",B015724OVG,/gp/customer-reviews/RUAXK2JSOL6ZT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"June 13, 2017",
Kay Kelley,/gp/profile/amzn1.account.AFHCKVPVLGKNTTLKQOMRF3L6IOOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,So not real happy.,3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Seems OK, but won't download onto my second computer.  I called customer service, but they couldn't help me.  Said they would have some higher up techs give me a call...but they never did.  So not real happy.",B015724OVG,/gp/customer-reviews/R19GO4JWHB07Z3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 22, 2017",2
Moon,/gp/profile/amzn1.account.AG23AXZBB65XU6REUBKOGKHJ5BHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great deal $29.99: 1 year protection for 5 devices. Works well on Windows10 64bit,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","Norton Security DeluxePros:Easy installation & very nice interface.1 year protection for 5 devices only $29.9930 day trial available (I suggest you use it. I am sure you will like it)Antivirus ProtectionExcellent anti-phishingGood FirewallMalware protectionPassword managementPerformance optimization toolsWorks with PCs, Macs, iOS & Android devicesCons:No parental controls (it does not matter to me, therefore still 5 stars)",B015724OVG,/gp/customer-reviews/R2YGCNEX144L3E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"September 24, 2016",
Mark Magill,/gp/profile/amzn1.account.AGZPXV6UCVD3U4Q5HUEUWGQU2CUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Stable, well-known, feature rich, long-established and well-developed product at a good price.",5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have been using Norton Antivirus for many years - ever since Peter Norton started his utilities company and later antivirus. It has never disappointed me. False-positives are extremely rare as are viruses that are missed. Granted, no antivirus can detect 100% of all viruses all the time, but this one comes as close as I'll ever need to get. It's a great product, and to get a 5-device license for so little money is an extra value. Only thing I would say is this: Don't buy it directly from Norton/Symantec, come to Amazon. The OEM price is much higher for the same product. I had always thought I should get the best price for a renewal from Norton, but that's never been the case, so I wait until the last few days of the license and buy the next one here. I've tried MANY other products over the years as a researcher, but for my own use I always come back to Norton.",B015724OVG,/gp/customer-reviews/RKG2H1O0DWOI8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 22, 2016",
Joseph D'Agostino,/gp/profile/amzn1.account.AEESKWW3E5CMEAK2RTRZX4MLASNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Great Antivirus, Inconsistent Pricing",4,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I feel very save having Norton protecting my system. I've been using it for years. The only issue I have with Norton and/or their distributors is they keep playing around with the price. Last time I found an awesome subscription on Amazon, 15 months for $19.99. This time, the best I could find was with Norton themselves, 12 months for $31.98.",B015724OVG,/gp/customer-reviews/RQ2QUMQS4AGE5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 21, 2018",
Ernest W,/gp/profile/amzn1.account.AHGWPQ3PMHZKH5OGJ7ALAYLLGTDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,The usual,3,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device",Already had Norton. Thought it would add to my existing account. It didn't. Only lost 10 days of coverage. Also took three tries on my Windows 7 computer. That may have been my computer rather than the software,B015724OVG,/gp/customer-reviews/R1G9O9MS8TZDJ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"February 24, 2019",One
Anthony F. De Leo,/gp/profile/amzn1.account.AFDXEYZEYPIHHEIOBUDASCAFFZXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Not on Chromebook you don't,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I purchased the 5 device package to protect my PC and Chromebook.  When I could not get in downloaded to the Chromebook, I contacted Norton and was told that they do not have the software to support and protect Chromebook!!!!!Now what do I do to protect my Chromebook???????",B015724OVG,/gp/customer-reviews/R1ZH0I42AA0EDD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 12, 2016",3
Nora V. Smith,/gp/profile/amzn1.account.AFQ6J5FRAAFGFRCDO6TJQLF3QXHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It is dependable.,5,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I have put this on two devices, and it is great. Very easy to use.",B015724OVG,/gp/customer-reviews/R1JWZGMWIRGTOX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"April 2, 2019",2
jerry,/gp/profile/amzn1.account.AHSSG3C7UIUFQEU2PUNUR634GUUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I purchased this download instead of renewing last years Norton ...,1,Verified Purchase,"Platform: Download Code [12 Month, with Auto-Renewal]Edition: 5 Device","I purchased this download instead of renewing last years Norton because the renew subscription is much more expensive. In process of installing the new Norton download I had to type a product key to activate the program. Here's the ripoff-- The product key provided does not have any characters in it, but when I tried to type in the product code a dash would appear even though I didn't type it in, making the product code invalid. I couldn't take the dash out it no matter what I tried. It seems that Norton put some sort of a command into the download that does that and I could not correct it. They do this to discourage buying the new program rather than renewing. I could not get a refund because I bought a download. I bought a Mcafee program. I don't think I'll be doing business with Norton again.",B015724OVG,/gp/customer-reviews/R2A6O1LL2HS6EY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015724OVG,"January 12, 2017",6
